Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";3;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26387;"PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC)";"";214,8000;22.200,00000;4.768.560,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";4;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26387;"PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC)";"";214,8000;60,00000;12.888,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";5;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26158;"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"";0,8700;180.000,00000;156.600,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";6;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26212;"DISCAGEM DIRETA GRATUITA (DDG) - FIXO LOCAL";"";0,0100;162.000,00000;1.620,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";7;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26220;"DISCAGEM DIRETA GRATUITA (DDG) - FIXO INTER-ESTADUAL";"";0,0300;162.000,00000;4.860,0000
"194/2025";Aprovada;Preparação;"Contratação de Comunicação Unificada (Serviço Telefônico Fixo Comutado, Serviço Móvel Pessoal ? SMP ";SERVICOS;250110;36.515.208,0000;05/07/2024;01/01/2025;180;"SAA.CGSA";"368/2024";"Médio";8;01/01/2025;Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;"";"";26204;"ASSINATURA DO SERVIÇO DE DISCAGEM DIRETA GRATUITA (DDG)";"";800,0000;60,00000;48.000,0000
"274/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Epidemiologia";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"506/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"270/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"502/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"269/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Comunicação";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"501/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"261/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ciências Contábeis";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"493/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"247/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Atendimento ao Público";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"477/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"255/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Auditoria";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"487/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"366/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Orçamento e Finanças";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"598/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"360/2025";Aprovada;Encerrada;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Orçamento e Finanças";SERVICOS;250110;21.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"592/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;7,00000;21.000,0000
"358/2025";Aprovada;Encerrada;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Logística e Compras Públicas";SERVICOS;250110;9.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"590/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;3,00000;9.000,0000
"348/2025";Aprovada;Preparação;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Políticas Públicas, ";SERVICOS;250110;6.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"580/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;2,00000;6.000,0000
"346/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Políticas Públicas, ";SERVICOS;250110;9.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"578/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;3,00000;9.000,0000
"313/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Transformação Digital e TIC, ";SERVICOS;250110;60.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"544/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;20,00000;60.000,0000
"309/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos, conf";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"540/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"298/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão Pública";SERVICOS;250110;15.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"530/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;5,00000;15.000,0000
"296/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão Pública";SERVICOS;250110;45.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"528/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;15,00000;45.000,0000
"287/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;12.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"519/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;4,00000;12.000,0000
"285/2025";Aprovada;;"Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção";SERVICOS;250110;24.000,0000;04/07/2025;31/12/2025;180;"SAA.COGEP.CODEP";"517/2024";"Baixo";1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";21172;"TREINAMENTO QUALIFICAÇÃO PROFISSIONAL";"";3.000,0000;8,00000;24.000,0000
"215/2025";Aprovada;Preparação;"Aquisição de mobiliários para o auditório do Centro Cultural do Ministério da Saúde";BENS;250110;600.000,0000;31/01/2025;01/08/2025;182;"SAA.CGINFRA.COMAP";"449/2024";"Médio";1;01/08/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"18365";"POLTRONA AUDITÓRIO";603498;"ALTURA: 750, COR REVESTIMENTO: PRETA, ESTRUTURA: AÇO, LARGURA: 830, MATERIAL ASSENTO/ENCOSTO: ESPUMA LAMINADA, MATERIAL ESTRUTURA: AÇO, PROFUNDIDADE: 670, QUANTIDADE ASSENTOS: 1, REVESTIMENTO ASSENTO E ENCOSTO: COURVIN, TIPO ASSENTOS: FIXO";"UN";600.000,0000;1,00000;600.000,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";1;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1070";"FOGÃO INDUSTRIAL";331195;"CARACTERÍSTICAS ADICIONAIS: 40X40, QUEIMADORES DUPLOS, 3 ACENDEDORES LATERAIS, FUNCIONAMENTO: GÁS, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 6, TIPO USO: COZINHAR E ASSAR ALIMENTOS";"UN";3.620,0000;3,00000;10.860,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";2;30/06/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;"1058";"CALDEIRÃO";457083;"CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: GÁS/VAPOR, TAMPA AMERICANA, VÁLVULA SEGURANÇA, MATERIAL: AÇO INOX AISI 304";"UN";19.500,0000;2,00000;39.000,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";3;30/06/2025;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;"7765";"FORNO INDUSTRIAL";615725;"ALTURA: 1872, CAPACIDADE: 90, CAPACIDADE PRODUÇÃO: 20 GNS 1/1 TROLLEY -  20 GNS INSERÇÃO LONGITUDINAL, CARACTERÍSTICAS ADICIONAIS: ESPAÇAMENTO ENTRE TRILHOS: 62 MM, COMPRIMENTO: 877, LARGURA: 913, MATERIAL: CHAPA AÇO INOXIDÁVEL, POTÊNCIA MOTOR: 34,1, TENSÃO ALIMENTAÇÃO: 220/380, TIPO: ELÉTRICO COMBINADO, TIPO CÂMERA: INSERÇÃO LONGITUDINAL 1/1, 1/2, 2/3, 1/3, 2/8 GN";"UN";27.000,0000;2,00000;54.000,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";4;30/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;"15333";"MÓDULO PARA COZINHA";239735;"ALTURA: 85, COMPRIMENTO: 150, LARGURA: 70, MATERIAL: ACO INOXIDAVEL";"UN";2.300,0000;1,00000;2.300,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";5;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"14421";"PRATELEIRA";239632;"COMPRIMENTO: 1,70, LARGURA: 0,50, MATERIAL: AÇO INOXIDÁVEL, USO: COZINHA INDUSTRIAL";"UN";800,0000;11,00000;8.800,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";6;30/06/2025;Material;3230;FERRAMENTAS E ACESSÓRIOS DE MÁQUINAS PARA TRABALHO EM  MADEIRA;"3271";"BANCADA PROFISSIONAL";607936;"ALTURA: 92, APLICAÇÃO: OFICINA MECÂNICA, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE DE CARGA: 400 KG, COMPONENTES: 2 PRATELEIRAS, PORTAS COM TRANCAS E CHAVE., COMPRIMENTO: 200, ESPESSURA: 40, LARGURA: 60, MATERIAL: AÇO INOX";"UN";1.515,0000;2,00000;3.030,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";7;30/06/2025;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;"7765";"FORNO INDUSTRIAL";451451;"APLICAÇÃO: COZINHA, CARACTERÍSTICAS ADICIONAIS: COM 1 CÂMARA:  90X80X25CM, COMPONENTES: COM CAVALETE ESTRUTURA PINTADA, MATERIAL: CHAPA AÇO, MATERIAL PUXADOR: ANTITÉRMICO, TIPO: A GÁS, TIPO CÂMERA: PORTA VIDRO E LASTRO PEDRA REFRATÁRIA";"UN";2.600,0000;2,00000;5.200,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";8;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1070";"FOGÃO INDUSTRIAL";440943;"ALTURA: 80, CARACTERÍSTICAS ADICIONAIS: 30X30 CM, QUEIMADORES DUPLOS, FORNO E PANELEIRO, COMPRIMENTO: 118, FUNCIONAMENTO: GÁS, LARGURA: 88, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 2, TIPO ACENDIMENTO: MANUAL, TIPO USO: COZINHAR E ASSAR ALIMENTOS";"UN";1.000,0000;4,00000;4.000,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";9;30/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;"15325";"MESA COZINHA";456992;"ACABAMENTO SUPERFICIAL: LISA, ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: COM PRATELEIRA INFERIOR, COMPRIMENTO: 150, LARGURA: 60, MATERIAL: AÇO INOXIDÁVEL";"UN";1.600,0000;1,00000;1.600,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";10;30/06/2025;Material;3510;EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO;"16409";"MÁQUINA LAVAR LOUÇAS";445455;"CAPACIDADE: 1,75, CARACTERÍSTICAS ADICIONAIS: 275 GAVETAS POR HORA, CONSUMO: 46,5, MATERIAL: AÇO INOXIDÁVEL, MODELO: PROFISSIONAL, POTÊNCIA MOTOR: 3, VOLTAGEM: 220";"UN";45.790,0000;1,00000;45.790,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";11;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"14421";"PRATELEIRA";239788;"ACABAMENTO: AÇO INOXIDÁVEL, CARACTERÍSTICAS ADICIONAIS: SUSPENSA LISA, COMPRIMENTO: 1,90, LARGURA: 0,40, MATERIAL: AÇO INOXIDÁVEL, USO: COZINHA INDUSTRIAL";"UN";1.010,0000;2,00000;2.020,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";12;30/06/2025;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;"12820";"TORNEIRA";473496;"ACABAMENTO SUPERFICIAL: CROMADO, APLICAÇÃO: BEBEDOURO INDUSTRIAL MODELO PRE200E, CARACTERISTICAS ADICIONAIS: COM PROTETOR DE BOCA,COMPRIMENTO MÍNIMO 10CM,, DIÂMETRO: 1/2, MATERIAL CORPO: METAL CROMADO, TIPO: PRESSÃO";"UN";2.542,1100;1,00000;2.542,1100
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";13;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"218";"ESTANTE";614609;"ACABAMENTO SUPERFICIAL: FOSFATIZADO, ALTURA: 150, CARACTERÍSTICAS ADICIONAIS: ESTRUTURA TUBULAR COM SAPATAS REGULÁVEIS, COR: CINZA, LARGURA: 50, MATERIAL: AÇO INOX 304, PROFUNDIDADE: 175, QUANTIDADE PRATELEIRAS: 4, TIPO PRATELEIRAS: REGULÁVEIS";"UN";2.017,0000;5,00000;10.085,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";14;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"218";"ESTANTE";616801;"ALTURA: 1,80, APLICAÇÃO: ORGANIZAÇÃO DE ARQUIVOS E DEMAIS OBJETOS, CARACTERÍSTICAS ADICIONAIS: COM PÉS DE BORRACHA, COR: INOX, LARGURA: 0,90, MATERIAL: AÇO, PROFUNDIDADE: 0,35, QUANTIDADE PRATELEIRAS: 5, TIPO: CHÃO";"UN";1.850,0000;16,00000;29.600,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";15;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;"309";"ARMÁRIO AÇO";620757;"ACABAMENTO SUPERFICIAL: NÃO MGNÉTICO, ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: PORTAS DE CORRER, PÉS REGULÁVEIS, LARGURA: 100, MATERIAL: AÇO INOX AISI 201, PROFUNDIDADE: 60, QUANTIDADE PORTAS: 2, QUANTIDADE PRATELEIRAS: 1, TIPO: HORIZONTAL";"UN";4.491,9000;1,00000;4.491,9000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";16;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"3249";"BALCÃO TÉRMICO";610519;"ALTURA: 900 MM, CARACTERÍSTICAS ADICIONAIS: AQUECIMENTO ELÉTRICO EM BANHO MARIA, COMPONENTES: CUBAS, COMPRIMENTO: 2000 MM, LARGURA: 600 MM, MATERIAL: AÇO INOXIDÁVEL, PROFUNDIDADE: 110 MM, QUANTIDADE RECIPIENTE: 6, TIPO RECIPIENTES: CUBAS AÇO INOX";"UN";8.900,0000;1,00000;8.900,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";17;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"3249";"BALCÃO TÉRMICO";613290;"ALTURA: 900 MM, COMPONENTES: REFRIGERAÇÃO ATRAVÉS DE PISTA FRIA, COMPRIMENTO: 1250 MM, LARGURA: 700 MM, MATERIAL: AÇO INOXIDÁVEL";"UN";13.900,0000;1,00000;13.900,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";18;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"3249";"BALCÃO TÉRMICO";254906;"ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: VITRINE SUPERIOR VIDRO RETO DE 10MM DE ESPESSURA, COMPONENTES: PISTA FRIA COM UNIDADE CONDENSADORA HERMÉTICA, COMPRIMENTO: 151, LARGURA: 120, MATERIAL: AÇO INOXIDÁVEL, QUANTIDADE RECIPIENTE: 4, TIPO RECIPIENTES: GN 1/1-65 COM ALÇAS E TAMPA, TIPO RODÍZIO: DOIS LATERAIS DE CORRE BANDEJA";"UN";9.615,0000;2,00000;19.230,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";19;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"3249";"BALCÃO TÉRMICO";615668;"ALTURA: 90, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE 415L VOLTAGEM: 220V MONOFÁSICO 0,610 KW, COMPONENTES: 3 PORTAS, CABO E PLUG PADRÃO BR, COMPRIMENTO: 188, LARGURA: 70, MATERIAL: AÇO INOXIDÁVEL, AISI 304 LIGA 18/8";"UN";8.500,0000;1,00000;8.500,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";20;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"3244";"BALCÃO CONSERVAÇÃO ALIMENTO";252793;"CARACTERÍSTICAS ADICIONAIS: VITRINE SUPERIOR EM VIDRO CURVO, 6 PORTAS FRONTAIS, DIÂMETRO RODÍZIO: 4, MATERIAL: AÇO INOXIDÁVEL, TIPO RODÍZIO: GIRATÓRIO COM FREIO, COMPRIMENTO: 340, LARGURA: 70, ALTURA: 85, COMPONENTES: PASTA FRIA COM ISOLAMENTO TÉRMICO, QUANTIDADE RECIPIENTE: 6 (GNS 1/2-65) E 6 (GNS 1/1-65), TIPO RECIPIENTES: COM ALÇAS MÓVEIS E TAMPA";"UN";5.397,0000;1,00000;5.397,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";21;30/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14437";"REFRIGERADOR EXPOSITOR";617469;"APLICAÇÃO: REFRIGERAR ALIMENTOS, CAPACIDADE: 338, CARACTERÍSTICAS ADICIONAIS: ILUMINAÇÃO INTERNA, TEMPERATURA: 0 A 10, TIPO: VERTICAL, VOLTAGEM: 127";"UN";6.000,0000;1,00000;6.000,0000
"190/2025";Aprovada;Preparação;"Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O";BENS;250110;371.504,0000;01/01/2025;30/06/2025;180;"SAA.CGINFRA";"382/2024";"Médio";22;30/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"763";"BALCÃO FRIGORÍFICO";253723;"ACABAMENTO SUPERFICIAL: INOXIDÁVEL, LARGURA: 2, MATERIAL ESTRUTURA: METAL, TENSÃO ALIMENTAÇÃO: 110";"UN";8.507,9900;1,00000;8.507,9900
